,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED001_112418_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED002_112618_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED003_121418_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED004_121318_02.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED005_121318_02.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED006_121318_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED007_121318_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED008_121318_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED009_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED010_121318_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED011_121318_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED012_121318_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED013_121318_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED014_121318_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED015_121318_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED016_121318_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED017_121318_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED018_121318_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED019_121318_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED020_121318_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED021_112518_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED022_121418_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED023_121418_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED024_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED025_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED026_121418_02.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED027_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED028_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED029_121418_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED030_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED031_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED032_121418_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED033_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED034_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED035_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED036_121418_00.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED037_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED038_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED039_121418_01.CSV,C:/Users/earne/Box/Kravitz Lab Box Drive/Bridget/CompiledFEDdata/Bridget 2018 FED data/PR/FED040_121418_01.CSV
0,Limited,High-fat,High-fat,Weight-loss,Weight-loss,Weight-loss,High-fat,High-fat,Limited,Limited,Weight-loss,High-fat,Weight-loss,Chow,High-fat,Chow,Limited,Weight-loss,Chow,Limited,Chow,High-fat,Weight-loss,Limited,Limited,High-fat,High-fat,Chow,Limited,Weight-loss,Weight-loss,Chow,Chow,High-fat,Chow,Limited,Chow,Weight-loss,Chow,Limited
